Transaction_ID,Order_ID,Order_Date,Ship_Date,Delivery_Date,Sales_Channel,Order_Status,Payment_Mode,Customer_ID,Customer_Name,Customer_Age,Gender,Customer_Segment,Customer_Rating,Country,State,City,Region,Postal_Code,Latitude,Longitude,Product_ID,Product_Name,Category,Sub_Category,Brand,Product_Type,Unit_Cost,Unit_Price,Quantity,Sales,Discount_Percentage,Discount_Amount,Cost,Profit,Profit_Margin,Tax,Shipping_Cost,Total_Amount,Year,Quarter,Month,Month_Number,Month_Name,Week_Number,Day,Day_Name,Sales_Target,Profit_Target,Monthly_Target,Target_Achievement_Percentage
TXN204135,ORD102515,2025-12-12,2025-12-13,2025-12-14,Online,Delivered,UPI,C1167,Brandy Murray,30,Female,Corporate,3.1,USA,New York,New York City,East,69995,40.71407090576273,-74.02295498887757,P1088,TrekLite Poles,Sports,Outdoor Gear,FitCore,Economy,279.47,400.21,3,1200.63,0.039,46.82,838.41,315.4,0.2627,92.3,5.3,1251.41,2025,Q4,Dec-2025,12,December,50,12,Friday,383.49,91.15,9587.21,313.08
TXN204226,ORD102569,2026-12-29,2026-12-31,2027-01-02,Distributor,Delivered,Credit Card,C1027,Justin Baker,32,Male,Home Office,4.5,USA,Massachusetts,Boston,East,38678,42.37838150394576,-71.05433373676992,P1080,GentleCare Soap,Beauty,Personal Care,GlowEssence,Standard,23.96,41.75,56,2338.0,0.063,147.29,1341.76,848.95,0.3631,175.26,15.23,2381.2,2026,Q4,Dec-2026,12,December,53,29,Tuesday,310.71,72.63,7767.63,752.47
TXN205562,ORD103391,2025-02-07,2025-02-09,2025-02-13,In-Store,Delivered,Credit Card,C1766,Kelly Carpenter,45,Female,Small Business,4.2,India,Bihar,Patna,East,66561,25.599860208634695,85.15118368900694,P1052,CozyKnit Sweater,Clothing,Winter Wear,UrbanThread,Economy,73.07,116.87,2,233.74,0.068,15.89,146.14,71.71,0.3068,17.43,5.05,240.33,2025,Q1,Feb-2025,2,February,6,7,Friday,130.96,24.42,3273.97,178.48
TXN201904,ORD101161,2025-12-17,2025-12-19,2025-12-21,Online,Delivered,UPI,C2081,Brenda Gonzalez,19,Female,Consumer,3.0,India,West Bengal,Kolkata,East,33934,22.561511614416766,88.36106819897239,P1027,LeatherEase Sofa,Furniture,Sofas,UrbanNest,Economy,434.61,721.86,1,721.86,0.052,37.54,434.61,249.71,0.3459,54.75,18.76,757.83,2025,Q4,Dec-2025,12,December,51,17,Wednesday,343.5,91.0,8587.47,210.15
TXN201620,ORD100996,2025-07-12,2025-07-13,2025-07-14,Online,Delivered,Credit Card,C1397,Ashley Hicks,36,Female,Consumer,5.0,UK,West Midlands,Birmingham,England,27047,52.469221923929055,-1.8873871604460464,P1053,FreshSqueeze Juice,Grocery,Beverages,DailyBasket,Standard,8.8,12.45,1,12.45,0.132,1.64,8.8,2.01,0.1614,0.86,8.42,20.09,2025,Q3,Jul-2025,7,July,28,12,Saturday,129.17,34.36,3229.13,9.64
TXN203635,ORD102198,2026-11-04,2026-11-08,2026-11-14,Online,Shipped,Net Banking,C1832,Gregg Fleming,30,Male,Corporate,4.0,India,Maharashtra,Mumbai,West,54307,19.095709599383927,72.86964886837384,P1056,CrunchTime Chips,Grocery,Snacks,FarmFresh,Economy,18.66,26.74,4,106.96,0.014,1.5,74.64,30.82,0.2881,8.44,7.82,121.72,2026,Q4,Nov-2026,11,November,45,4,Wednesday,223.4,56.24,5584.9,47.88
TXN206698,ORD104081,2026-03-18,2026-03-22,2026-03-25,In-Store  ,Delivered,Debit Card,C2169,Anthony Mcconnell,21,Male,Consumer,2.5,UK,Cardiff County,Cardiff,Wales,86489,51.48295961621175,-3.168706181745291,P1000,Galaxy Pulse X,Electronics,Mobile Phones,Zynetic,Standard,368.36,581.21,2,1162.42,0.11,127.87,736.72,297.83,0.2562,82.76,24.22,1141.53,2026,Q1,Mar-2026,3,March,12,18,Wednesday,526.69,115.14,13167.13,220.7
TXN202689,ORD101641,2024-06-22,2024-06-26,2024-07-01,Online,Delivered,Debit Card,C1774,Eric Patrick,46,Male,Small Business,2.4,Australia,New South Wales,Sydney,New South Wales,99418,-33.85581334581497,151.2140068381046,P1053,FreshSqueeze Juice,Grocery,Beverages,DailyBasket,Standard,8.8,12.45,6,74.7,0.05,3.74,52.8,18.16,0.2431,5.68,11.23,87.87,2024,Q2,Jun-2024,6,June,25,22,Saturday,124.41,26.04,3110.35,60.04
TXN201699,ORD101038,2025-12-02,2025-12-06,2025-12-11,Online,Delivered,PayPal,C2142,Haley Rhodes,46,Female,Corporate,5.0,UK,Greater London,London,England,89119,51.512676972476434,-0.11845522651769591,P1051,SnowGuard Coat,Clothing,Winter Wear,FlexWear,Standard,28.58,51.64,1,51.64,0.042,2.17,28.58,20.89,0.4045,3.96,17.34,70.77,2025,Q4,Dec-2025,12,December,49,2,Tuesday,244.65,56.65,6116.36,21.11
TXN204852,ORD102954,2026-07-11,2026-07-13,2026-07-19,Online,Delivered,UPI,C1151,Mark Hill,19,Male,Corporate,5.0,India,Delhi,New Delhi,North,16218,28.625722283037003,77.21086560726012,P1105,WarmZone Heater,Home Appliances,Cooling & Heating,HomeTech,Premium,342.78,500.92,1,500.92,0.068,34.06,342.78,124.08,0.2477,37.35,6.06,510.27,2026,Q3,Jul-2026,7,July,28,11,Saturday,413.99,93.82,10349.8,121.0
TXN200757,ORD100458,2024-11-29,2024-11-30,2024-12-01,Online,Returned,Net Banking,C2190,Melissa Phillips,18,Female,Small Business,1.9,Australia,Queensland,Brisbane,Queensland,31749,-27.453322866728953,153.03941183223196,P1017,PowerBank 20K,Electronics,Accessories,NimbusTech,Standard,870.79,1318.18,1,1318.18,0.039,51.41,870.79,395.98,0.3004,101.34,7.17,1375.28,2024,Q4,Nov-2024,11,November,48,29,Friday,504.16,120.18,12603.97,261.46
TXN200531,ORD100312,2026-12-22,2026-12-25,2026-12-29,Mobile App,Processing,PayPal,C1999,Jennifer Burns,35,Female,Consumer,3.7,USA,California,San Francisco,West,65194,37.764760195825865,-122.42864545843516,P1007,SwiftBook Pro,Electronics,Laptops,Zynetic,Premium,204.55,252.11,6,1512.66,0.14,211.77,1227.3,73.59,0.0486,104.07,22.73,1427.69,2026,Q4,Dec-2026,12,December,52,22,Tuesday,584.21,126.51,14605.28,258.92
TXN200436,ORD100251,2026-12-08,2026-12-09,2026-12-13,Online,Delivered,Cash on Delivery,C1783,Amy Garcia,25,Female,Home Office,3.1,India,Maharashtra,Mumbai,West,54781,19.094070020632905,72.87193310348174,P1072,DeepNourish Conditioner,Beauty,Haircare,VelvetTouch,Economy,19.24,25.51,4,102.04,0.055,5.61,76.96,19.47,0.1908,7.71,15.35,119.49,2026,Q4,Dec-2026,12,December,50,8,Tuesday,251.85,56.75,6296.36,40.52
TXN201400,ORD100856,2025-05-03,2025-05-04,2025-05-05,Online,Cancelled,UPI,C1911,Benjamin Bradley,52,Male,Small Business,3.8,USA,Washington,Seattle,West,31942,47.608402634796505,-122.31517334161536,P1098,QuickBlend Mixer,Home Appliances,Kitchen Appliances,ChillMax,Standard,443.79,689.52,1,689.52,0.089,61.37,443.79,184.36,0.2674,50.25,5.39,683.79,2025,Q2,May-2025,5,May,18,3,Saturday,362.59,93.26,9064.65,190.17
TXN208267,ORD105037,2024-02-12,2024-02-15,2024-02-16,Mobile App,Cancelled,Cash on Delivery,C1215,Samantha Morales,47,Female,Consumer,2.8,India,Tamil Nadu,Chennai,South,25159,13.071972437914765,80.25524815018053,P1028,CornerFit Sofa,Furniture,Sofas,CraftWood,Premium,98.41,127.74,2,255.48,0.05,12.77,196.82,45.89,0.1796,19.42,14.51,276.64,2024,Q1,Feb-2024,2,February,7,12,Monday,277.89,65.66,6947.22,91.94
TXN202754,ORD101681,2026-08-11,2026-08-15,2026-08-18,Online,Cancelled,Debit Card,C1786,Mark Harper,38,Male,Consumer,4.2,India,Maharashtra,Bombay,West,39323,19.06688768893555,72.87291284104742,P1028,CornerFit Sofa,Furniture,Sofas,CraftWood,Premium,98.41,127.74,4,510.96,0.025,12.77,393.64,104.55,0.2046,39.86,4.89,542.94,2026,Q3,Aug-2026,8,August,33,11,Tuesday,278.52,53.99,6962.91,183.46
TXN206262,ORD103813,2025-09-17,2025-09-18,2025-09-22,Distributor,Shipped,Credit card,C1851,Brittany Jenkins,34,Female,Home Office,4.1,India,West Bengal,Kolkata,East,17270,22.588547462532752,88.34941671013613,P1050,WarmHug Jacket,Clothing,Winter Wear,TrendLoom,Limited Edition,7.36,14.05,5,70.25,0.082,5.76,36.8,27.69,0.3942,5.16,4.11,73.76,2025,Q3,Sep-2025,9,September,38,17,Wednesday,171.88,33.38,4297.08,40.87
TXN205454,ORD103322,2024-05-09,2024-05-12,2024-05-13,Mobile App,Delivered,Debit Card,C1059,Anne Jordan,41,Female,Consumer,3.0,India,Maharashtra,Mumbai,West,51912,19.08232203609224,72.86138925643029,P1075,FlawlessBase Foundation,Beauty,Makeup,PureSkin,Standard,54.77,80.39,1,80.39,0.131,10.53,54.77,15.09,0.1877,5.59,21.71,97.16,2024,Q2,May-2024,5,May,19,9,Thursday,134.92,32.07,3373.05,59.58
TXN205137,ORD103124,2025-12-18,2025-12-22,2025-12-28,Online,Delivered,Cash on Delivery,C2134,Jamie Howard,32,Female,Consumer,2.7,India,Tamil Nadu,Chennai,South,64578,13.097557734549214,80.28613585486679,P1098,QuickBlend Mixer,Home Appliances,Kitchen Appliances,ChillMax,Standard,443.79,689.52,3,2068.56,0.038,78.61,1331.37,658.58,0.3184,159.2,6.12,2155.27,2025,Q4,Dec-2025,12,December,51,18,Thursday,466.77,92.42,11669.19,443.16
TXN208237,ORD105018,2024-02-26,2024-02-27,2024-03-02,In-Store,Delivered,PayPal,C1447,Ryan Rosales,33,Male,Consumer,2.5,India,Punjab,Chandigarh,North,96103,30.731353153449653,76.77158530832898,P1050,WarmHug Jacket,Clothing,Winter Wear,TrendLoom,Limited Edition,7.36,14.05,1,14.05,0.17,2.39,7.36,4.3,0.306,0.93,20.73,33.32,2024,Q1,Feb-2024,2,February,9,26,Monday,121.92,30.09,3048.01,11.52
TXN202836,ORD101732,2026-01-11,2026-01-15,2026-01-18,In-Store,Delivered,PayPal,C1871,Jorge Harris,45,Male,Home Office,4.6,USA,Texas,Dallas,South,66607,32.781708918925816,-96.80808376448553,P1051,SnowGuard Coat,Clothing,Winter Wear,FlexWear,Standard,28.58,51.64,4,206.56,0.085,17.56,114.32,74.68,0.3615,15.12,24.09,228.21,2026,Q1,Jan-2026,1,January,2,11,Sunday,160.04,31.61,4000.96,129.07
TXN200740,ORD100443,2026-11-24,2026-11-25,2026-11-29,Mobile App,Delivered,Net Banking,C1536,Erik Higgins,31,Male,Small Business,1.9,USA,Texas,Houston,South,38122,29.765757881750062,-95.36093694511102,P1042,CasualBlend Top,Clothing,Women's Wear,StyleCraft,Economy,28.32,47.02,5,235.1,0.097,22.8,141.6,70.7,0.3007,16.98,22.06,251.34,2026,Q4,Nov-2026,11,November,48,24,Tuesday,254.18,71.03,6354.46,92.49
TXN203510,ORD102126,2026-12-15,2026-12-16,2026-12-18,Online,Cancelled,Credit Card,C2018,Shane Buchanan,55,Male,Consumer,4.2,Canada,Ontario,Toronto,Ontario,49264,43.66198946100503,-79.37039129903091,P1043,FlexiFit Leggings,Clothing,Women's Wear,TrendLoom,Limited Edition,59.72,114.07,1,114.07,0.13,14.83,59.72,39.52,0.3465,7.94,24.93,132.11,2026,Q4,Dec-2026,12,December,51,15,Tuesday,275.97,57.51,6899.19,41.33
TXN204194,ORD102551,2026-07-16,2026-07-19,2026-07-21,In-Store,Delivered,Credit Card,C1692,Theresa Barnett,35,Female,Corporate,3.1,Canada,Ontario,Ottawa,Ontario,42443,45.40799622982042,-75.71411062612304,P1089,ProKick Football,Sports,Team Sports,FitCore,Limited Edition,375.32,481.35,1,481.35,0.063,30.33,375.32,75.7,0.1573,36.08,17.36,504.46,2026,Q3,Jul-2026,7,July,29,16,Thursday,205.63,53.47,5140.78,234.09
TXN206195,ORD103772,2025-11-11,2025-11-14,2025-11-16,In-Store,Delivered,Cash on Delivery,C1283,Elaine Brooks,41,Female,Small Business,4.5,India,West Bengal,Kolkata,East,70725,22.58394321769697,88.36105089627712,P1056,CrunchTime Chips,Grocery,Snacks,FarmFresh,Economy,18.66,26.74,4,106.96,0.176,18.82,74.64,13.5,0.1262,7.05,17.93,113.12,2025,Q4,Nov-2025,11,November,46,11,Tuesday,178.88,48.36,4471.94,59.79
TXN202147,ORD101309,2025-09-30,2025-10-04,2025-10-06,Online,Processing,Cash on Delivery,C1410,Lucas Hunter,40,Male,Consumer,2.2,India,Delhi,New Delhi,North,41656,28.621605428381056,77.22293513942425,P1098,QuickBlend Mixer,Home Appliances,Kitchen Appliances,ChillMax,Standard,443.79,689.52,3,2068.56,0.055,113.77,1331.37,623.42,0.3014,156.38,2.15,2113.32,2025,Q3,Sep-2025,9,September,40,30,Tuesday,388.12,103.94,9702.94,532.97
TXN201919,ORD101171,2025-08-10,2025-08-13,2025-08-16,Online,Shipped,Debit Card,C1878,Michael Miles,18,Male,Consumer,3.5,Australia,Western Australia,Perth,Western Australia,37731,-31.94785112623329,115.87589579796985,P1022,MeshFlex Chair,Furniture,Chairs,OakHouse,Premium,210.79,322.77,3,968.31,0.042,40.67,632.37,295.27,0.3049,74.21,23.74,1025.59,2025,Q3,Aug-2025,8,August,32,10,Sunday,228.43,44.53,5710.75,423.9
TXN207314,ORD104456,2026-11-18,2026-11-22,2026-11-25,In-Store,Delivered,Credit Card,C1379,Jeremy Nelson,56,Male,Small Business,3.4,India,Maharashtra,Pune,West,67044,18.529981325070004,73.84810043077046,P1031,StorageMax Bed,Furniture,Beds,UrbanNest,Limited Edition,586.97,809.07,5,4045.35,0.058,234.63,2934.85,875.87,0.2165,304.86,4.15,4119.73,2026,Q4,Nov-2026,11,November,47,18,Wednesday,395.79,74.98,9894.66,1022.1
TXN208467,ORD105167,2025-01-31,2025-02-04,2025-02-05,In-Store,Delivered,UPI,C1982,Ashley Mendoza,33,Female,Consumer,3.7,India,Maharashtra,Pune,West,78850,18.512825457245004,73.8732356665589,P1091,CourtStar Basketball,Sports,Team Sports,ProActive,Standard,370.63,639.86,4,2559.44,0.03,76.78,1482.52,1000.14,0.3908,198.61,20.64,2701.91,2025,Q1,Jan-2025,1,January,5,31,Friday,128.02,29.16,3200.39,1999.25
TXN204515,ORD102738,2024-07-22,,2024-07-25,Mobile App,Delivered,Net Banking,C1870,Lisa Ramirez,58,Female,Corporate,5.0,India,Karnataka,Bangalore,South,12115,12.97139334350763,77.60410520839945,P1003,ZenMobile Air,Electronics,Mobile Phones,Zynetic,Standard,99.37,153.01,4,612.04,0.102,62.43,397.48,152.13,0.2486,43.97,10.68,604.26,2024,Q3,Jul-2024,7,July,30,22,Monday,488.14,127.98,12203.48,125.38
TXN205550,ORD103382,2026-10-22,2026-10-24,2026-10-29,Online,Shipped,PayPal,C1955,Justin Hart,38,Male,Consumer,4.4,USA,California,San Francisco,West,40882,37.79165036383492,-122.43085302592354,P1108,GrindPro Blender,Home Appliances,Small Appliances,EcoAppliance,Economy,215.48,320.19,3,960.57,0.19,182.51,646.44,131.62,0.137,62.24,21.62,861.92,2026,Q4,Oct-2026,10,October,43,22,Thursday,467.01,88.65,11675.27,205.69
TXN202953,ORD101805,2025-08-29,2025-09-01,2025-09-07,Mobile App,Processing,Debit Card,C1966,Travis Conner,27,Male,Home Office,3.9,India,Gujarat,Ahmedabad,West,68757,23.02446810993036,72.55377928952473,P1088,TrekLite Poles,Sports,Outdoor Gear,FitCore,Economy,279.47,400.21,1,400.21,0.081,32.42,279.47,88.32,0.2207,29.42,15.13,412.34,2025,Q3,Aug-2025,8,August,35,29,Friday,143.08,36.04,3576.9,279.71
TXN204768,ORD102896,2026-04-04,2026-04-05,2026-04-10,Mobile App,Delivered,PayPal,C1698,Joseph Hill,38,Male,Consumer,3.8,UK,Cardiff County,Cardiff,Wales,56309,51.486853131924384,-3.1705587616947373,P1072,DeepNourish Conditioner,Beauty,Haircare,VelvetTouch,Economy,19.24,25.51,4,102.04,0.085,8.67,76.96,16.41,0.1608,7.47,3.82,104.66,2026,Q2,Apr-2026,4,April,14,4,Saturday,164.93,45.38,4123.37,61.87
TXN206842,ORD104169,2024-12-30,2025-01-01,2025-01-02,Mobile App,Delivered,Cash on Delivery,C2098,Steven Howard,31,Male,Corporate,1.8,India,Bihar,Patna,East,66987,25.578335666847536,85.13200477014152,P1031,StorageMax Bed,Furniture,Beds,UrbanNest,Limited Edition,586.97,809.07,5,4045.35,0.033,133.5,2934.85,977.0,0.2415,312.95,21.24,4246.04,2024,Q4,Dec-2024,12,December,1,30,Monday,309.15,70.16,7728.72,1308.54
TXN202955,ORD101806,2025-02-15,2025-02-18,2025-02-22,In-Store,Returned,Cash on Delivery,C1785,Deborah Huffman,36,Female,Small Business,3.1,UK,Lothian,Edinburgh,Scotland,73624,55.95906476595085,-3.181775606306431,P1019,ProtectCase Cover,Electronics,Accessories,Pulsewave,Standard,631.6,851.44,2,1702.88,0.08,136.23,1263.2,303.45,0.1782,125.33,21.19,1713.17,2025,Q1,Feb-2025,2,February,7,15,Saturday,255.84,53.59,6396.07,665.6
TXN201134,ORD100701,2024-02-01,2024-02-04,2024-02-07,Online,Shipped,Debit Card,C1034,Michelle Maldonado,30,Female,Home Office,4.1,USA,Michigan,Detroit,Midwest,53422,42.316548698893016,-83.05832917539661,P1078,FreshBloom Cologne,Beauty,Fragrances,GlowEssence,Standard,41.31,75.73,2,151.46,0.097,14.69,82.62,54.15,0.3575,10.94,18.93,166.64,2024,Q1,Feb-2024,2,February,5,1,Thursday,107.22,21.18,2680.38,141.26
TXN205697,ORD103467,2026-12-15,2026-12-16,2026-12-21,Online,Delivered,UPI,C1393,Thomas Davis,42,Male,Small Business,4.3,India,Gujarat,Ahmedabad,West,10206,23.02315380339438,72.55700824753555,P1111,SpinDry Washer,Home Appliances,Large Appliances,PowerHome,Premium,83.39,109.7,1,109.7,0.077,8.45,83.39,17.86,0.1628,8.1,4.71,114.06,2026,Q4,Dec-2026,12,December,51,15,Tuesday,609.14,135.55,15228.61,18.01
TXN205295,ORD103223,2024-09-15,2024-09-16,2024-09-17,In-Store,Delivered,UPI,C1629,Erin Meyer,35,Female,Home Office,3.5,India,Bihar,Patna  ,East,30215,25.58357296512363,85.14440795460476,P1002,OrbitOne Smart,Electronics,Mobile Phones,Voltrix,Premium,182.62,222.83,1,222.83,0.079,17.6,182.62,22.61,0.1015,16.42,3.16,224.81,2024,Q3,Sep-2024,9,September,37,15,Sunday,509.54,112.41,12738.57,43.73
TXN203467,ORD102102,2026-03-08,2026-03-09,2026-03-15,Mobile App,Processing,Debit Card,C1747,Emily Oconnell,53,Female,Consumer,3.8,India,Maharashtra,Pune,West,53309,18.531728567774156,73.8721419513104,P1103,AutoWash Machine,Home Appliances,Cleaning Appliances,EcoAppliance,Limited Edition,87.84,127.24,1,127.24,0.063,8.02,87.84,31.38,0.2466,9.54,3.36,132.12,2026,Q1,Mar-2026,3,March,10,8,Sunday,365.49,84.9,9137.16,34.81
TXN203267,ORD101983,2026-04-24,2026-04-25,2026-04-27,Mobile App,Delivered,PayPal,C1690,Sydney Weaver,36,Female,Consumer,4.0,Australia,Victoria,Melbourne,Victoria,20909,-37.812619534528714,144.9796753410225,P1062,DailyLoaf Bread,Grocery,Bakery,FarmFresh,Standard,5.33,6.93,6,41.58,0.068,2.83,31.98,6.77,0.1628,3.1,9.56,51.41,2026,Q2,Apr-2026,4,April,17,24,Friday,121.93,24.36,3048.31,34.1
TXN206719,ORD104097,2024-09-16,2024-09-17,2024-09-23,In-Store,Delivered,PayPal,C1969,Leah Thompson,34,Female,Corporate,3.9,UK,Lothian,Edinburgh,Scotland,51798,55.937095899494814,-3.1721884513001513,P1044,PlayDay Shorts,Clothing,Kids Wear,FlexWear,Premium,71.54,127.18,4,508.72,0.085,43.24,286.16,179.32,0.3525,37.24,11.13,513.85,2024,Q3,Sep-2024,9,September,38,16,Monday,165.65,42.65,4141.35,307.11
TXN200962,ORD100588,2024-04-07,2024-04-09,2024-04-13,In-Store,Delivered,Cash on Delivery,C1343,Jonathan Dougherty,28,Male,Small Business,4.2,UK,West Midlands,Birmingham,England,17024,52.4870528035008,-1.8749639925136234,P1062,DailyLoaf Bread,Grocery,Bakery,FarmFresh,Standard,5.33,6.93,1,6.93,0.051,0.35,5.33,1.25,0.1804,0.53,6.71,13.82,2024,Q2,Apr-2024,4,April,14,7,Sunday,110.44,23.92,2760.91,6.27
TXN201877,ORD101146,2024-07-28,2024-07-30,2024-08-01,Mobile App,Delivered,Credit Card,C1813,Christine Brown,34,Female,Consumer,3.1,Australia,Victoria,Melbourne,Victoria,37389,-37.806256151652086,144.9619406028398,P1054,MorningBrew Coffee,Grocery,Beverages,DailyBasket,Limited Edition,5.35,6.3,1,6.3,0.103,0.65,5.35,0.3,0.0476,0.45,21.9,28.0,2024,Q3,Jul-2024,7,July,30,28,Sunday,103.14,20.07,2578.46,6.11
TXN203823,ORD102315,2026-01-16,2026-01-17,2026-01-20,Online,Delivered,PayPal,C1354,Jocelyn Perez,37,Female,Home Office,5.0,UK,Lothian,Edinburgh,Scotland,35849,55.97047182569379,-3.193991805087443,P1110,FrostFree Refrigerator,Home Appliances,Large Appliances,ChillMax,Premium,404.84,569.1,3,1707.3,0.091,155.36,1214.52,337.42,0.1976,124.16,22.68,1698.78,2026,Q1,Jan-2026,1,January,3,16,Friday,236.93,64.71,5923.29,720.59
TXN208461,ORD105164,2025-01-21,2025-01-25,2025-01-30,Mobile App,Delivered,credit card,C1234,Jonathan Snyder,22,Male,Consumer,2.7,Canada,Ontario,Toronto,Ontario,,43.64066323171369,-79.39989268029561,P1091,CourtStar Basketball,Sports,Team Sports,ProActive,Standard,370.63,639.86,5,3199.3,0.145,463.9,1853.15,882.25,0.2758,218.83,10.74,2964.97,2025,Q1,Jan-2025,1,January,4,21,Tuesday,156.06,42.08,3901.49,2050.04
TXN206166,ORD103750,2026-07-13,2026-07-14,2026-07-15,Online,Shipped,Credit Card,C1350,Frederick Vang,35,Male,Consumer,3.5,India,Maharashtra,Pune,West,,18.508340492232062,73.84224127518272,P1018,FastCharge Cable,Electronics,Accessories,Pulsewave,Standard,308.92,368.84,6,2213.04,0.022,48.69,1853.52,310.83,0.1405,173.15,18.81,2356.31,2026,Q3,Jul-2026,7,July,29,13,Monday,389.47,102.28,9736.85,568.22
TXN200730,ORD100438,2024-12-06,2024-12-07,2024-12-10,Online,Delivered,Net Banking,C2013,William Stokes Jr.,43,Male,Consumer,3.0,USA,Michigan,Detroit,Midwest,87313,42.3423204998122,-83.03176581781828,P1010,PadOne Mini,Electronics,Tablets,Zynetic,Premium,570.07,691.37,10,6913.7,0.196,1355.09,5700.7,-142.09,-0.0206,444.69,24.74,6028.04,2024,Q4,Dec-2024,12,December,49,6,Friday,531.12,113.6,13278.01,1301.72
TXN203508,ORD102125,2025-07-17,2025-07-18,2025-07-19,Mobile App,Delivered,Cash on Delivery,C1348,Bobby Franklin,41,Male,Corporate,4.0,USA,Texas,Dallas,South,52591,32.76464791366639,-96.79243064991878,P1027,LeatherEase Sofa,Furniture,Sofas,UrbanNest,Economy,434.61,721.86,4,2887.44,0.072,207.9,1738.44,941.1,0.3259,214.36,19.0,2912.9,2025,Q3,Jul-2025,7,July,29,17,Thursday,385.96,90.17,9648.92,748.12
TXN202544,ORD101545,2024-04-04,2024-04-05,2024-04-07,Online,Delivered,Cash on Delivery,C1636,Amy Mcknight,40,Female,Consumer,2.2,Australia,New South Wales,Sydney,New South Wales,43835,-33.86926225527702,151.19542448409257,P1002,OrbitOne Smart,Electronics,Mobile Phones,Voltrix,Premium,182.62,222.83,4,891.32,0.107,95.37,730.48,65.47,0.0735,63.68,13.23,872.86,2024,Q2,Apr-2024,4,April,14,4,Thursday,270.58,75.39,6764.52,329.41
TXN203277,ORD101991,2026-03-15,2026-03-18,2026-03-22,In-Store,Delivered,Debit Card,C1728,Brittany Dawson,32,Female,Corporate,4.7,UK,Cardiff County,Cardiff,Wales,86242,51.46391124745999,-3.179045072248171,P1010,PadOne Mini,Electronics,Tablets,Zynetic,Premium,570.07,691.37,4,2765.48,0.084,232.3,2280.28,252.9,0.0914,202.65,7.28,2743.11,2026,Q1,Mar-2026,3,March,11,15,Sunday,526.69,104.57,13167.13,525.07
TXN205704,ORD103471,2026-11-07,2026-11-09,2026-11-14,Online,Processing,UPI,C1738,Elizabeth Snyder,35,Female,Home Office,4.4,UK,Greater Manchester,Manchester,England,42383,53.49183750396965,-2.2342717438666746,P1034,BookNook Shelf,Furniture,Storage,OakHouse,Premium,89.2,151.06,4,604.24,0.194,117.22,356.8,130.22,0.2155,38.96,9.06,535.04,2026,Q4,Nov-2026,11,November,45,7,Saturday,480.22,94.14,12005.47,125.83
TXN206343,ORD103858,2025-11-10,2025-11-11,2025-11-12,Mobile App,Delivered,UPI,C2200,Matthew Fischer,38,Male,Home Office,1.6,UK,Cardiff County,Cardiff,Wales,10197,51.493203608022775,-3.1610902394783627,P1037,ConferencePro Table,Furniture,Office Furniture,OakHouse,Premium,506.53,792.47,3,2377.41,0.045,106.98,1519.59,750.84,0.3158,181.63,23.46,2475.52,2025,Q4,Nov-2025,11,November,46,10,Monday,317.63,62.07,7940.7,748.48
TXN205884,ORD103579,2026-10-23,2026-10-25,2026-10-31,Online,Delivered,UPI,C1434,Stephen Johnson,40,Male,Consumer,5.0,Canada,Ontario,Toronto,Ontario,17264,43.65450223266033,-79.37501900166838,P1018,FastCharge Cable,Electronics,Accessories,Pulsewave,Standard,308.92,368.84,5,1844.2,0.165,304.29,1544.6,-4.69,-0.0025,123.19,5.56,1668.66,2026,Q4,Oct-2026,10,October,43,23,Friday,655.61,128.81,16390.16,281.3
TXN207562,ORD104597,2024-07-09,2024-07-13,2024-07-16,Online,Delivered,Net Banking,C1221,Elizabeth Oliver DDS,41,Female,Corporate,2.2,Canada,Quebec,Montreal,Quebec,17457,45.49600341009207,-73.58607860098768,P1088,TrekLite Poles,Sports,Outdoor Gear,FitCore,Economy,279.47,400.21,3,1200.63,0.09,108.06,838.41,254.16,0.2117,87.41,22.81,1202.79,2024,Q3,Jul-2024,7,July,28,9,Tuesday,219.27,47.11,5481.8,547.56
TXN205995,ORD103646,2026-07-22,2026-07-25,2026-07-30,Mobile App,Delivered,Cash on Delivery,C1872,Joshua Myers,18,Male,Small Business,2.8,Australia,Victoria,Melbourne,Victoria,78640,-37.80324567484913,144.9729059663596,P1001,Nova Phone 12,Electronics,Mobile Phones,NimbusTech,Premium,672.19,954.1,4,3816.4,0.262,999.9,2688.76,127.74,0.0335,225.32,21.92,3063.74,2026,Q3,Jul-2026,7,July,30,22,Wednesday,507.29,94.88,12682.19,752.31
TXN204724,ORD102864,2026-06-03,2026-06-07,2026-06-09,Online,Delivered,Debit Card,C1519,Tracy Reynolds,21,Female,Corporate,5.0,UK,Lothian,Edinburgh,Scotland,60246,55.95197891097848,-3.190107352761489,P1011,ClickShot DSLR,Electronics,Cameras,Pulsewave,Economy,298.32,392.25,3,1176.75,0.093,109.44,894.96,172.35,0.1465,85.38,10.13,1162.82,2026,Q2,Jun-2026,6,June,23,3,Wednesday,376.09,85.02,9402.23,312.89
